Attendee,Join Time,Leave Time,Join Time Number,Leave Time Number
Aisha English,11/9/2021 15:29,11/9/2021 19:03,1946993340,1947006180
Cameron Bruce,11/9/2021 13:55,11/9/2021 19:08,1946987700,1947006480
Sidney Alvarez,11/9/2021 15:04,11/9/2021 16:48,1946991840,1946998080
Jennifer English,11/9/2021 14:00,11/9/2021 19:07,1946988000,1947006420
Aubree Elliott,11/9/2021 18:11,11/9/2021 18:18,1947003060,1947003480
Aubree Elliott,11/9/2021 13:52,11/9/2021 14:17,1946987520,1946989020
Aubree Elliott,11/9/2021 15:32,11/9/2021 16:55,1946993520,1946998500
Aubree Elliott,11/9/2021 16:56,11/9/2021 18:11,1946998560,1947003060
Aubree Elliott,11/9/2021 18:18,11/9/2021 19:04,1947003480,1947006240
Selah Moreno,11/9/2021 14:01,11/9/2021 14:31,1946988060,1946989860
Selah Moreno,11/9/2021 14:33,11/9/2021 15:38,1946989980,1946993880
Selah Moreno,11/9/2021 16:12,11/9/2021 16:44,1946995920,1946997840
Selah Moreno,11/9/2021 17:30,11/9/2021 18:11,1947000600,1947003060
Teresa Leach,11/9/2021 13:52,11/9/2021 14:11,1946987520,1946988660
Teresa Leach,11/9/2021 14:14,11/9/2021 19:05,1946988840,1947006300
Alannah Wright,11/9/2021 14:46,11/9/2021 19:06,1946990760,1947006360
Tristin Spears,11/9/2021 16:43,11/9/2021 19:05,1946997780,1947006300
Kane Mack,11/9/2021 13:51,11/9/2021 19:04,1946987460,1947006240
Estrella Savage,11/9/2021 16:45,11/9/2021 19:04,1946997900,1947006240
Taniya Frey,11/9/2021 14:02,11/9/2021 18:58,1946988120,1947005880
Damaris Barron,11/9/2021 13:40,11/9/2021 15:10,1946986800,1946992200
Josephine Williamson,11/9/2021 14:06,11/9/2021 19:05,1946988360,1947006300
Branson Rivas,11/9/2021 13:43,11/9/2021 18:03,1946986980,1947002580
Branson Rivas,11/9/2021 18:27,11/9/2021 19:09,1947004020,1947006540
Zander Lewis,11/9/2021 14:55,11/9/2021 15:05,1946991300,1946991900
Zander Lewis,11/9/2021 15:16,11/9/2021 16:09,1946992560,1946995740
Zander Lewis,11/9/2021 16:16,11/9/2021 19:04,1946996160,1947006240
Bernard Coleman,11/9/2021 14:09,11/9/2021 19:04,1946988540,1947006240
Bernard Coleman,11/9/2021 14:35,11/9/2021 19:04,1946990100,1947006240
Abbigail Harding,11/9/2021 14:00,11/9/2021 14:11,1946988000,1946988660
Abbigail Harding,11/9/2021 14:14,11/9/2021 19:03,1946988840,1947006180
Keyla Daugherty,11/9/2021 14:44,11/9/2021 14:52,1946990640,1946991120
Kayden Hancock,11/9/2021 13:31,11/9/2021 19:04,1946986260,1947006240
Kaiya Cordova,11/9/2021 14:03,11/9/2021 17:03,1946988180,1946998980
Jamarcus Hart,11/9/2021 14:12,11/9/2021 19:09,1946988720,1947006540
Nicolas Maddox,11/9/2021 14:06,11/9/2021 19:09,1946988360,1947006540
Hadassah Lowery,11/9/2021 14:02,11/9/2021 17:10,1946988120,1946999400
Adalyn Gonzalez,11/9/2021 14:04,11/9/2021 17:49,1946988240,1947001740
Marisol Rasmussen,11/9/2021 13:32,11/9/2021 14:31,1946986320,1946989860
Rishi Norris,11/9/2021 13:59,11/9/2021 19:09,1946987940,1947006540
Jaylee Estes,11/9/2021 13:39,11/9/2021 15:40,1946986740,1946994000
Jaylee Estes,11/9/2021 14:26,11/9/2021 14:37,1946989560,1946990220
Jaylee Estes,11/9/2021 15:40,11/9/2021 17:18,1946994000,1946999880
Jaylee Estes,11/9/2021 17:18,11/9/2021 19:05,1946999880,1947006300
Jaylee Estes,11/9/2021 17:23,11/9/2021 17:26,1947000180,1947000360
Jaylee Estes,11/9/2021 17:31,11/9/2021 18:59,1947000660,1947005940
Delaney Horne,11/9/2021 13:55,11/9/2021 19:04,1946987700,1947006240
Jayla Schmidt,11/9/2021 14:43,11/9/2021 17:16,1946990580,1946999760
Felipe Ross,11/9/2021 13:46,11/9/2021 17:22,1946987160,1947000120
London Savage,11/9/2021 14:08,11/9/2021 14:59,1946988480,1946991540
Tianna Rhodes,11/9/2021 14:21,11/9/2021 17:31,1946989260,1947000660
Keagan Payne,11/9/2021 13:58,11/9/2021 17:17,1946987880,1946999820
Evangeline Chen,11/9/2021 13:46,11/9/2021 19:05,1946987160,1947006300
Bethany Brennan,11/9/2021 13:55,11/9/2021 18:11,1946987700,1947003060
Blaze Ewing,11/9/2021 13:54,11/9/2021 15:07,1946987640,1946992020
Blaze Ewing,11/9/2021 15:06,11/9/2021 19:09,1946991960,1947006540
Aedan Fischer,11/9/2021 17:22,11/9/2021 18:23,1947000120,1947003780
Sage Carrillo,11/9/2021 15:01,11/9/2021 15:02,1946991660,1946991720
Sage Carrillo,11/9/2021 18:30,11/9/2021 19:05,1947004200,1947006300
Clare Hicks,11/9/2021 13:57,11/9/2021 19:04,1946987820,1947006240
Clare Hicks,11/9/2021 19:05,11/9/2021 19:06,1947006300,1947006360
Clare Hicks,11/9/2021 19:06,11/9/2021 19:06,1947006360,1947006360
Tristin Heath,11/9/2021 16:53,11/9/2021 17:04,1946998380,1946999040
Tristin Heath,11/9/2021 17:27,11/9/2021 17:48,1947000420,1947001680
Alexis Cruz,11/9/2021 13:58,11/9/2021 19:04,1946987880,1947006240
Gerardo Baldwin,11/9/2021 14:25,11/9/2021 14:57,1946989500,1946991420
Gerardo Baldwin,11/9/2021 17:24,11/9/2021 19:04,1947000240,1947006240
Davin Preston,11/9/2021 13:57,11/9/2021 15:58,1946987820,1946995080
Marquise Walker,11/9/2021 14:50,11/9/2021 14:52,1946991000,1946991120
Atticus Rodriguez,11/9/2021 13:51,11/9/2021 19:04,1946987460,1947006240
Amani Hodge,11/9/2021 14:01,11/9/2021 18:05,1946988060,1947002700
Noelle Weber,11/9/2021 13:59,11/9/2021 14:39,1946987940,1946990340
Casey Gonzales,11/9/2021 13:57,11/9/2021 19:04,1946987820,1947006240
Cannon Krueger,11/9/2021 14:01,11/9/2021 14:26,1946988060,1946989560
Carissa Zuniga,11/9/2021 14:35,11/9/2021 15:02,1946990100,1946991720
Jasmin Zavala,11/9/2021 13:58,11/9/2021 17:34,1946987880,1947000840
Jasmin Zavala,11/9/2021 18:05,11/9/2021 19:03,1947002700,1947006180
Alannah Oliver,11/9/2021 14:11,11/9/2021 14:14,1946988660,1946988840
Ashanti Landry,11/9/2021 14:55,11/9/2021 15:02,1946991300,1946991720
Ashanti Landry,11/9/2021 15:11,11/9/2021 19:04,1946992260,1947006240
Alannah Downs,11/9/2021 13:59,11/9/2021 17:16,1946987940,1946999760
Gilbert Salas,11/9/2021 13:52,11/9/2021 18:35,1946987520,1947004500
Kylee Decker,11/9/2021 13:58,11/9/2021 14:50,1946987880,1946991000
Kylee Decker,11/9/2021 15:14,11/9/2021 18:06,1946992440,1947002760
Azul Hopkins,11/9/2021 13:34,11/9/2021 18:27,1946986440,1947004020
Erin Werner,11/9/2021 14:01,11/9/2021 17:21,1946988060,1947000060
Sonny Roth,11/9/2021 13:57,11/9/2021 18:48,1946987820,1947005280
Sonny Roth,11/9/2021 18:49,11/9/2021 19:05,1947005340,1947006300
Brennan Tyler,11/9/2021 13:51,11/9/2021 19:04,1946987460,1947006240
Madelyn Pugh,11/9/2021 14:00,11/9/2021 19:04,1946988000,1947006240
Raegan Wade,11/9/2021 13:50,11/9/2021 18:04,1946987400,1947002640
Douglas Cobb,11/9/2021 13:35,11/9/2021 13:36,1946986500,1946986560
Jaida Vasquez,11/9/2021 13:50,11/9/2021 19:03,1946987400,1947006180
Jadiel Duncan,11/9/2021 13:57,11/9/2021 17:31,1946987820,1947000660
Elliot Nielsen,11/9/2021 14:41,11/9/2021 19:04,1946990460,1947006240
Jaelynn Perry,11/9/2021 14:31,11/9/2021 15:01,1946989860,1946991660
